sentitweet,themetweet,Date,Number,searchterm,Theme
0,0,2015-10-09,1117,elxn42,econ
0,0,2015-10-10,994,elxn42,econ
0,0,2015-10-11,1020,elxn42,econ
0,0,2015-10-12,1001,elxn42,econ
0,0,2015-10-13,989,elxn42,econ
0,0,2015-10-14,972,elxn42,econ
0,0,2015-10-15,1051,elxn42,econ
0,0,2015-10-16,1105,elxn42,econ
0,0,2015-10-17,1062,elxn42,econ
0,0,2015-10-18,1238,elxn42,econ
0,0,2015-10-19,1927,elxn42,econ
0,0,2015-10-22,1379,elxn42,econ
0,0,2015-10-23,1265,elxn42,econ
0,0,2015-10-24,790,elxn42,econ
0,0,2015-10-25,630,elxn42,econ
0,0,2015-10-26,630,elxn42,econ
0,0,2015-10-27,574,elxn42,econ
0,0,2015-10-28,520,elxn42,econ
0,0,2015-10-29,310,elxn42,econ
0,0,2015-10-30,330,elxn42,econ
0,0,2015-10-31,299,elxn42,econ
0,0,NA,1,elxn42,econ
0,1,2015-10-09,33,elxn42,econ
0,1,2015-10-10,16,elxn42,econ
0,1,2015-10-11,19,elxn42,econ
0,1,2015-10-12,14,elxn42,econ
0,1,2015-10-13,24,elxn42,econ
0,1,2015-10-14,17,elxn42,econ
0,1,2015-10-15,25,elxn42,econ
0,1,2015-10-16,13,elxn42,econ
0,1,2015-10-17,13,elxn42,econ
0,1,2015-10-18,20,elxn42,econ
0,1,2015-10-19,10,elxn42,econ
0,1,2015-10-22,20,elxn42,econ
0,1,2015-10-23,28,elxn42,econ
0,1,2015-10-24,26,elxn42,econ
0,1,2015-10-25,13,elxn42,econ
0,1,2015-10-26,26,elxn42,econ
0,1,2015-10-27,18,elxn42,econ
0,1,2015-10-28,13,elxn42,econ
0,1,2015-10-29,4,elxn42,econ
0,1,2015-10-30,7,elxn42,econ
0,1,2015-10-31,6,elxn42,econ
0,2,2015-10-09,2,elxn42,econ
0,2,2015-10-10,4,elxn42,econ
0,2,2015-10-11,2,elxn42,econ
0,2,2015-10-12,1,elxn42,econ
0,2,2015-10-13,4,elxn42,econ
0,2,2015-10-14,1,elxn42,econ
0,2,2015-10-15,1,elxn42,econ
0,2,2015-10-16,5,elxn42,econ
0,2,2015-10-17,2,elxn42,econ
0,2,2015-10-18,1,elxn42,econ
0,2,2015-10-22,4,elxn42,econ
0,2,2015-10-23,2,elxn42,econ
0,2,2015-10-26,1,elxn42,econ
0,2,2015-10-27,2,elxn42,econ
1,0,2015-10-09,479,elxn42,econ
1,0,2015-10-10,374,elxn42,econ
1,0,2015-10-11,375,elxn42,econ
1,0,2015-10-12,368,elxn42,econ
1,0,2015-10-13,369,elxn42,econ
1,0,2015-10-14,387,elxn42,econ
1,0,2015-10-15,397,elxn42,econ
1,0,2015-10-16,439,elxn42,econ
1,0,2015-10-17,369,elxn42,econ
1,0,2015-10-18,518,elxn42,econ
1,0,2015-10-19,766,elxn42,econ
1,0,2015-10-22,551,elxn42,econ
1,0,2015-10-23,587,elxn42,econ
1,0,2015-10-24,359,elxn42,econ
1,0,2015-10-25,316,elxn42,econ
1,0,2015-10-26,301,elxn42,econ
1,0,2015-10-27,274,elxn42,econ
1,0,2015-10-28,173,elxn42,econ
1,0,2015-10-29,156,elxn42,econ
1,0,2015-10-30,146,elxn42,econ
1,0,2015-10-31,92,elxn42,econ
1,1,2015-10-09,11,elxn42,econ
1,1,2015-10-10,6,elxn42,econ
1,1,2015-10-11,8,elxn42,econ
1,1,2015-10-12,7,elxn42,econ
1,1,2015-10-13,10,elxn42,econ
1,1,2015-10-14,7,elxn42,econ
1,1,2015-10-15,5,elxn42,econ
1,1,2015-10-16,7,elxn42,econ
1,1,2015-10-17,6,elxn42,econ
1,1,2015-10-18,8,elxn42,econ
1,1,2015-10-19,3,elxn42,econ
1,1,2015-10-22,16,elxn42,econ
1,1,2015-10-23,15,elxn42,econ
1,1,2015-10-24,6,elxn42,econ
1,1,2015-10-25,5,elxn42,econ
1,1,2015-10-26,8,elxn42,econ
1,1,2015-10-27,6,elxn42,econ
1,1,2015-10-28,2,elxn42,econ
1,1,2015-10-29,3,elxn42,econ
1,1,2015-10-30,6,elxn42,econ
1,2,2015-10-09,1,elxn42,econ
1,2,2015-10-11,1,elxn42,econ
1,2,2015-10-12,2,elxn42,econ
1,2,2015-10-14,1,elxn42,econ
1,2,2015-10-23,1,elxn42,econ
2,0,2015-10-09,94,elxn42,econ
2,0,2015-10-10,132,elxn42,econ
2,0,2015-10-11,108,elxn42,econ
2,0,2015-10-12,110,elxn42,econ
2,0,2015-10-13,93,elxn42,econ
2,0,2015-10-14,97,elxn42,econ
2,0,2015-10-15,106,elxn42,econ
2,0,2015-10-16,105,elxn42,econ
2,0,2015-10-17,118,elxn42,econ
2,0,2015-10-18,123,elxn42,econ
2,0,2015-10-19,203,elxn42,econ
2,0,2015-10-22,144,elxn42,econ
2,0,2015-10-23,126,elxn42,econ
2,0,2015-10-24,81,elxn42,econ
2,0,2015-10-25,75,elxn42,econ
2,0,2015-10-26,76,elxn42,econ
2,0,2015-10-27,65,elxn42,econ
2,0,2015-10-28,47,elxn42,econ
2,0,2015-10-29,32,elxn42,econ
2,0,2015-10-30,31,elxn42,econ
2,0,2015-10-31,18,elxn42,econ
2,1,2015-10-09,3,elxn42,econ
2,1,2015-10-10,3,elxn42,econ
2,1,2015-10-11,2,elxn42,econ
2,1,2015-10-12,1,elxn42,econ
2,1,2015-10-13,5,elxn42,econ
2,1,2015-10-14,3,elxn42,econ
2,1,2015-10-15,3,elxn42,econ
2,1,2015-10-16,4,elxn42,econ
2,1,2015-10-17,1,elxn42,econ
2,1,2015-10-18,2,elxn42,econ
2,1,2015-10-19,2,elxn42,econ
2,1,2015-10-22,5,elxn42,econ
2,1,2015-10-23,7,elxn42,econ
2,1,2015-10-24,4,elxn42,econ
2,1,2015-10-25,3,elxn42,econ
2,1,2015-10-26,6,elxn42,econ
2,1,2015-10-27,1,elxn42,econ
2,1,2015-10-28,2,elxn42,econ
2,2,2015-10-09,1,elxn42,econ
2,2,2015-10-15,1,elxn42,econ
3,0,2015-10-09,19,elxn42,econ
3,0,2015-10-10,20,elxn42,econ
3,0,2015-10-11,21,elxn42,econ
3,0,2015-10-12,26,elxn42,econ
3,0,2015-10-13,12,elxn42,econ
3,0,2015-10-14,28,elxn42,econ
3,0,2015-10-15,14,elxn42,econ
3,0,2015-10-16,18,elxn42,econ
3,0,2015-10-17,23,elxn42,econ
3,0,2015-10-18,30,elxn42,econ
3,0,2015-10-19,29,elxn42,econ
3,0,2015-10-22,24,elxn42,econ
3,0,2015-10-23,29,elxn42,econ
3,0,2015-10-24,16,elxn42,econ
3,0,2015-10-25,19,elxn42,econ
3,0,2015-10-26,7,elxn42,econ
3,0,2015-10-27,12,elxn42,econ
3,0,2015-10-28,13,elxn42,econ
3,0,2015-10-29,10,elxn42,econ
3,0,2015-10-30,7,elxn42,econ
3,0,2015-10-31,3,elxn42,econ
3,1,2015-10-12,1,elxn42,econ
3,1,2015-10-13,2,elxn42,econ
3,1,2015-10-14,1,elxn42,econ
3,1,2015-10-17,1,elxn42,econ
3,1,2015-10-22,2,elxn42,econ
3,1,2015-10-23,2,elxn42,econ
3,1,2015-10-24,1,elxn42,econ
3,1,2015-10-30,1,elxn42,econ
3,2,2015-10-26,2,elxn42,econ
4,0,2015-10-09,5,elxn42,econ
4,0,2015-10-10,6,elxn42,econ
4,0,2015-10-11,2,elxn42,econ
4,0,2015-10-12,2,elxn42,econ
4,0,2015-10-13,2,elxn42,econ
4,0,2015-10-14,5,elxn42,econ
4,0,2015-10-15,1,elxn42,econ
4,0,2015-10-16,2,elxn42,econ
4,0,2015-10-17,8,elxn42,econ
4,0,2015-10-18,5,elxn42,econ
4,0,2015-10-19,6,elxn42,econ
4,0,2015-10-22,7,elxn42,econ
4,0,2015-10-23,7,elxn42,econ
4,0,2015-10-24,6,elxn42,econ
4,0,2015-10-25,2,elxn42,econ
4,0,2015-10-27,2,elxn42,econ
4,0,2015-10-28,1,elxn42,econ
4,0,2015-10-29,1,elxn42,econ
5,0,2015-10-11,2,elxn42,econ
5,0,2015-10-12,1,elxn42,econ
5,0,2015-10-13,1,elxn42,econ
5,0,2015-10-14,2,elxn42,econ
5,0,2015-10-15,2,elxn42,econ
5,0,2015-10-23,1,elxn42,econ
5,0,2015-10-26,3,elxn42,econ
5,0,2015-10-27,1,elxn42,econ
6,0,2015-10-09,1,elxn42,econ
6,0,2015-10-13,1,elxn42,econ
6,0,2015-10-22,4,elxn42,econ
6,0,2015-10-23,1,elxn42,econ
6,0,2015-10-24,1,elxn42,econ
-5,0,2015-09-29,1,GreenParty,econ
-5,0,2015-10-19,1,GreenParty,econ
-4,0,2015-10-10,1,GreenParty,econ
-4,0,2015-10-11,1,GreenParty,econ
-4,0,2015-10-17,1,GreenParty,econ
-4,0,2015-10-19,2,GreenParty,econ
-3,0,2015-09-28,6,GreenParty,econ
-3,0,2015-09-29,6,GreenParty,econ
-3,0,2015-09-30,1,GreenParty,econ
-3,0,2015-10-01,4,GreenParty,econ
-3,0,2015-10-02,5,GreenParty,econ
-3,0,2015-10-04,1,GreenParty,econ
-3,0,2015-10-05,2,GreenParty,econ
-3,0,2015-10-06,1,GreenParty,econ
-3,0,2015-10-09,2,GreenParty,econ
-3,0,2015-10-10,8,GreenParty,econ
-3,0,2015-10-11,5,GreenParty,econ
-3,0,2015-10-14,3,GreenParty,econ
-3,0,2015-10-15,8,GreenParty,econ
-3,0,2015-10-16,7,GreenParty,econ
-3,0,2015-10-19,7,GreenParty,econ
-3,0,2015-10-23,3,GreenParty,econ
-3,0,2015-10-25,5,GreenParty,econ
-3,0,2015-10-27,2,GreenParty,econ
-3,0,2015-10-29,4,GreenParty,econ
-3,1,2015-10-01,1,GreenParty,econ
-3,1,2015-10-02,1,GreenParty,econ
-3,1,2015-10-05,1,GreenParty,econ
-3,1,2015-10-06,2,GreenParty,econ
-3,1,2015-10-09,1,GreenParty,econ
-3,1,2015-10-15,2,GreenParty,econ
-3,1,2015-10-16,1,GreenParty,econ
-3,1,2015-10-17,1,GreenParty,econ
-2,0,2015-09-28,37,GreenParty,econ
-2,0,2015-09-29,38,GreenParty,econ
-2,0,2015-09-30,31,GreenParty,econ
-2,0,2015-10-01,18,GreenParty,econ
-2,0,2015-10-02,19,GreenParty,econ
-2,0,2015-10-03,26,GreenParty,econ
-2,0,2015-10-04,15,GreenParty,econ
-2,0,2015-10-05,17,GreenParty,econ
-2,0,2015-10-06,20,GreenParty,econ
-2,0,2015-10-09,29,GreenParty,econ
-2,0,2015-10-10,51,GreenParty,econ
-2,0,2015-10-11,57,GreenParty,econ
-2,0,2015-10-14,27,GreenParty,econ
-2,0,2015-10-15,27,GreenParty,econ
-2,0,2015-10-16,19,GreenParty,econ
-2,0,2015-10-17,19,GreenParty,econ
-2,0,2015-10-19,32,GreenParty,econ
-2,0,2015-10-21,1,GreenParty,econ
-2,0,2015-10-23,13,GreenParty,econ
-2,0,2015-10-25,10,GreenParty,econ
-2,0,2015-10-27,13,GreenParty,econ
-2,0,2015-10-29,29,GreenParty,econ
-2,0,2015-10-31,16,GreenParty,econ
-2,1,2015-09-28,4,GreenParty,econ
-2,1,2015-09-29,3,GreenParty,econ
-2,1,2015-10-01,4,GreenParty,econ
-2,1,2015-10-04,2,GreenParty,econ
-2,1,2015-10-09,1,GreenParty,econ
-2,1,2015-10-10,1,GreenParty,econ
-2,1,2015-10-11,1,GreenParty,econ
-2,1,2015-10-15,2,GreenParty,econ
-2,1,2015-10-19,2,GreenParty,econ
-2,1,2015-10-29,1,GreenParty,econ
-2,2,2015-10-04,2,GreenParty,econ
-2,2,2015-10-05,2,GreenParty,econ
-2,2,2015-10-14,1,GreenParty,econ
-2,2,2015-10-16,1,GreenParty,econ
-2,3,2015-10-09,1,GreenParty,econ
-1,0,2015-09-28,132,GreenParty,econ
-1,0,2015-09-29,140,GreenParty,econ
-1,0,2015-09-30,140,GreenParty,econ
-1,0,2015-10-01,145,GreenParty,econ
-1,0,2015-10-02,122,GreenParty,econ
-1,0,2015-10-03,180,GreenParty,econ
-1,0,2015-10-04,115,GreenParty,econ
-1,0,2015-10-05,124,GreenParty,econ
-1,0,2015-10-06,81,GreenParty,econ
-1,0,2015-10-09,107,GreenParty,econ
-1,0,2015-10-10,92,GreenParty,econ
-1,0,2015-10-11,206,GreenParty,econ
-1,0,2015-10-14,188,GreenParty,econ
-1,0,2015-10-15,125,GreenParty,econ
-1,0,2015-10-16,138,GreenParty,econ
-1,0,2015-10-17,134,GreenParty,econ
-1,0,2015-10-19,214,GreenParty,econ
-1,0,2015-10-21,7,GreenParty,econ
-1,0,2015-10-23,105,GreenParty,econ
-1,0,2015-10-25,89,GreenParty,econ
-1,0,2015-10-27,66,GreenParty,econ
-1,0,2015-10-29,90,GreenParty,econ
-1,0,2015-10-31,106,GreenParty,econ
-1,1,2015-09-28,8,GreenParty,econ
-1,1,2015-09-29,9,GreenParty,econ
-1,1,2015-09-30,9,GreenParty,econ
-1,1,2015-10-01,7,GreenParty,econ
-1,1,2015-10-02,3,GreenParty,econ
-1,1,2015-10-03,12,GreenParty,econ
-1,1,2015-10-04,2,GreenParty,econ
-1,1,2015-10-05,3,GreenParty,econ
-1,1,2015-10-06,5,GreenParty,econ
-1,1,2015-10-09,15,GreenParty,econ
-1,1,2015-10-10,5,GreenParty,econ
-1,1,2015-10-11,1,GreenParty,econ
-1,1,2015-10-14,7,GreenParty,econ
-1,1,2015-10-15,9,GreenParty,econ
-1,1,2015-10-16,3,GreenParty,econ
-1,1,2015-10-17,4,GreenParty,econ
-1,1,2015-10-19,15,GreenParty,econ
-1,1,2015-10-23,1,GreenParty,econ
-1,1,2015-10-25,1,GreenParty,econ
-1,1,2015-10-27,1,GreenParty,econ
-1,1,2015-10-29,3,GreenParty,econ
-1,1,2015-10-31,5,GreenParty,econ
-1,2,2015-09-30,2,GreenParty,econ
-1,2,2015-10-01,2,GreenParty,econ
-1,2,2015-10-03,2,GreenParty,econ
-1,2,2015-10-09,16,GreenParty,econ
-1,2,2015-10-10,15,GreenParty,econ
-1,2,2015-10-11,11,GreenParty,econ
-1,2,2015-10-14,4,GreenParty,econ
-1,2,2015-10-15,1,GreenParty,econ
-1,2,2015-10-16,2,GreenParty,econ
-1,2,2015-10-17,1,GreenParty,econ
-1,2,2015-10-19,5,GreenParty,econ
-1,2,2015-10-21,1,GreenParty,econ
-1,2,2015-10-29,2,GreenParty,econ
-1,3,2015-10-14,1,GreenParty,econ
0,0,2015-09-28,486,GreenParty,econ
0,0,2015-09-29,566,GreenParty,econ
0,0,2015-09-30,568,GreenParty,econ
0,0,2015-10-01,610,GreenParty,econ
0,0,2015-10-02,622,GreenParty,econ
0,0,2015-10-03,530,GreenParty,econ
0,0,2015-10-04,501,GreenParty,econ
0,0,2015-10-05,488,GreenParty,econ
0,0,2015-10-06,388,GreenParty,econ
0,0,2015-10-09,584,GreenParty,econ
0,0,2015-10-10,437,GreenParty,econ
0,0,2015-10-11,429,GreenParty,econ
0,0,2015-10-14,851,GreenParty,econ
0,0,2015-10-15,592,GreenParty,econ
0,0,2015-10-16,636,GreenParty,econ
0,0,2015-10-17,601,GreenParty,econ
0,0,2015-10-19,924,GreenParty,econ
0,0,2015-10-21,51,GreenParty,econ
0,0,2015-10-23,447,GreenParty,econ
0,0,2015-10-25,309,GreenParty,econ
0,0,2015-10-27,379,GreenParty,econ
0,0,2015-10-29,417,GreenParty,econ
0,0,2015-10-31,507,GreenParty,econ
0,0,NA,1,GreenParty,econ
0,1,2015-09-28,26,GreenParty,econ
0,1,2015-09-29,37,GreenParty,econ
0,1,2015-09-30,27,GreenParty,econ
0,1,2015-10-01,13,GreenParty,econ
0,1,2015-10-02,19,GreenParty,econ
0,1,2015-10-03,9,GreenParty,econ
0,1,2015-10-04,31,GreenParty,econ
0,1,2015-10-05,16,GreenParty,econ
0,1,2015-10-06,29,GreenParty,econ
0,1,2015-10-09,14,GreenParty,econ
0,1,2015-10-10,21,GreenParty,econ
0,1,2015-10-11,11,GreenParty,econ
0,1,2015-10-14,20,GreenParty,econ
0,1,2015-10-15,46,GreenParty,econ
0,1,2015-10-16,40,GreenParty,econ
0,1,2015-10-17,47,GreenParty,econ
0,1,2015-10-19,29,GreenParty,econ
0,1,2015-10-21,1,GreenParty,econ
0,1,2015-10-23,24,GreenParty,econ
0,1,2015-10-25,13,GreenParty,econ
0,1,2015-10-27,33,GreenParty,econ
0,1,2015-10-29,17,GreenParty,econ
0,1,2015-10-31,22,GreenParty,econ
0,2,2015-09-28,1,GreenParty,econ
0,2,2015-09-29,2,GreenParty,econ
0,2,2015-09-30,1,GreenParty,econ
0,2,2015-10-01,2,GreenParty,econ
0,2,2015-10-02,1,GreenParty,econ
0,2,2015-10-03,1,GreenParty,econ
0,2,2015-10-05,1,GreenParty,econ
0,2,2015-10-09,5,GreenParty,econ
0,2,2015-10-10,1,GreenParty,econ
0,2,2015-10-14,1,GreenParty,econ
0,2,2015-10-15,1,GreenParty,econ
0,2,2015-10-16,3,GreenParty,econ
0,2,2015-10-17,1,GreenParty,econ
0,2,2015-10-19,4,GreenParty,econ
0,2,2015-10-23,4,GreenParty,econ
0,2,2015-10-27,3,GreenParty,econ
0,2,2015-10-29,2,GreenParty,econ
0,2,2015-10-31,1,GreenParty,econ
1,0,2015-09-28,226,GreenParty,econ
1,0,2015-09-29,225,GreenParty,econ
1,0,2015-09-30,235,GreenParty,econ
1,0,2015-10-01,179,GreenParty,econ
1,0,2015-10-02,245,GreenParty,econ
1,0,2015-10-03,197,GreenParty,econ
1,0,2015-10-04,159,GreenParty,econ
1,0,2015-10-05,220,GreenParty,econ
1,0,2015-10-06,174,GreenParty,econ
1,0,2015-10-09,183,GreenParty,econ
1,0,2015-10-10,263,GreenParty,econ
1,0,2015-10-11,248,GreenParty,econ
1,0,2015-10-14,299,GreenParty,econ
1,0,2015-10-15,194,GreenParty,econ
1,0,2015-10-16,268,GreenParty,econ
1,0,2015-10-17,178,GreenParty,econ
1,0,2015-10-19,402,GreenParty,econ
1,0,2015-10-21,13,GreenParty,econ
1,0,2015-10-23,165,GreenParty,econ
1,0,2015-10-25,131,GreenParty,econ
1,0,2015-10-27,131,GreenParty,econ
1,0,2015-10-29,194,GreenParty,econ
1,0,2015-10-31,149,GreenParty,econ
1,1,2015-09-28,13,GreenParty,econ
1,1,2015-09-29,15,GreenParty,econ
1,1,2015-09-30,18,GreenParty,econ
1,1,2015-10-01,19,GreenParty,econ
1,1,2015-10-02,8,GreenParty,econ
1,1,2015-10-03,11,GreenParty,econ
1,1,2015-10-04,2,GreenParty,econ
1,1,2015-10-05,10,GreenParty,econ
1,1,2015-10-06,5,GreenParty,econ
1,1,2015-10-09,8,GreenParty,econ
1,1,2015-10-10,2,GreenParty,econ
1,1,2015-10-11,4,GreenParty,econ
1,1,2015-10-14,13,GreenParty,econ
1,1,2015-10-15,16,GreenParty,econ
1,1,2015-10-16,8,GreenParty,econ
1,1,2015-10-17,19,GreenParty,econ
1,1,2015-10-19,7,GreenParty,econ
1,1,2015-10-23,4,GreenParty,econ
1,1,2015-10-25,3,GreenParty,econ
1,1,2015-10-27,7,GreenParty,econ
1,1,2015-10-29,2,GreenParty,econ
1,1,2015-10-31,3,GreenParty,econ
1,2,2015-09-28,3,GreenParty,econ
1,2,2015-09-29,1,GreenParty,econ
1,2,2015-09-30,2,GreenParty,econ
1,2,2015-10-01,1,GreenParty,econ
1,2,2015-10-03,2,GreenParty,econ
1,2,2015-10-04,2,GreenParty,econ
1,2,2015-10-10,1,GreenParty,econ
1,2,2015-10-17,1,GreenParty,econ
1,2,2015-10-23,1,GreenParty,econ
2,0,2015-09-28,67,GreenParty,econ
2,0,2015-09-29,48,GreenParty,econ
2,0,2015-09-30,74,GreenParty,econ
2,0,2015-10-01,60,GreenParty,econ
2,0,2015-10-02,43,GreenParty,econ
2,0,2015-10-03,39,GreenParty,econ
2,0,2015-10-04,29,GreenParty,econ
2,0,2015-10-05,44,GreenParty,econ
2,0,2015-10-06,45,GreenParty,econ
2,0,2015-10-09,90,GreenParty,econ
2,0,2015-10-10,462,GreenParty,econ
2,0,2015-10-11,44,GreenParty,econ
2,0,2015-10-14,60,GreenParty,econ
2,0,2015-10-15,104,GreenParty,econ
2,0,2015-10-16,76,GreenParty,econ
2,0,2015-10-17,56,GreenParty,econ
2,0,2015-10-19,87,GreenParty,econ
2,0,2015-10-21,1,GreenParty,econ
2,0,2015-10-23,25,GreenParty,econ
2,0,2015-10-25,34,GreenParty,econ
2,0,2015-10-27,26,GreenParty,econ
2,0,2015-10-29,40,GreenParty,econ
2,0,2015-10-31,41,GreenParty,econ
2,1,2015-09-28,21,GreenParty,econ
2,1,2015-09-29,6,GreenParty,econ
2,1,2015-09-30,6,GreenParty,econ
2,1,2015-10-01,7,GreenParty,econ
2,1,2015-10-02,7,GreenParty,econ
2,1,2015-10-03,1,GreenParty,econ
2,1,2015-10-04,5,GreenParty,econ
2,1,2015-10-05,4,GreenParty,econ
2,1,2015-10-06,6,GreenParty,econ
2,1,2015-10-09,3,GreenParty,econ
2,1,2015-10-10,2,GreenParty,econ
2,1,2015-10-11,2,GreenParty,econ
2,1,2015-10-14,3,GreenParty,econ
2,1,2015-10-15,6,GreenParty,econ
2,1,2015-10-16,2,GreenParty,econ
2,1,2015-10-17,4,GreenParty,econ
2,1,2015-10-19,5,GreenParty,econ
2,1,2015-10-21,1,GreenParty,econ
2,1,2015-10-23,2,GreenParty,econ
2,1,2015-10-25,1,GreenParty,econ
2,1,2015-10-27,2,GreenParty,econ
2,1,2015-10-29,2,GreenParty,econ
2,1,2015-10-31,2,GreenParty,econ
2,2,2015-09-28,1,GreenParty,econ
2,2,2015-09-30,1,GreenParty,econ
2,2,2015-10-03,2,GreenParty,econ
2,2,2015-10-06,1,GreenParty,econ
2,2,2015-10-17,1,GreenParty,econ
2,3,2015-10-05,1,GreenParty,econ
3,0,2015-09-28,15,GreenParty,econ
3,0,2015-09-29,6,GreenParty,econ
3,0,2015-09-30,15,GreenParty,econ
3,0,2015-10-01,12,GreenParty,econ
3,0,2015-10-02,11,GreenParty,econ
3,0,2015-10-03,9,GreenParty,econ
3,0,2015-10-04,6,GreenParty,econ
3,0,2015-10-05,26,GreenParty,econ
3,0,2015-10-06,24,GreenParty,econ
3,0,2015-10-09,12,GreenParty,econ
3,0,2015-10-10,12,GreenParty,econ
3,0,2015-10-11,10,GreenParty,econ
3,0,2015-10-14,20,GreenParty,econ
3,0,2015-10-15,13,GreenParty,econ
3,0,2015-10-16,4,GreenParty,econ
3,0,2015-10-17,3,GreenParty,econ
3,0,2015-10-19,16,GreenParty,econ
3,0,2015-10-23,8,GreenParty,econ
3,0,2015-10-25,7,GreenParty,econ
3,0,2015-10-27,6,GreenParty,econ
3,0,2015-10-29,9,GreenParty,econ
3,0,2015-10-31,7,GreenParty,econ
3,1,2015-09-29,1,GreenParty,econ
3,1,2015-10-04,1,GreenParty,econ
3,1,2015-10-05,1,GreenParty,econ
3,1,2015-10-06,2,GreenParty,econ
3,1,2015-10-15,1,GreenParty,econ
3,1,2015-10-29,1,GreenParty,econ
4,0,2015-09-28,2,GreenParty,econ
4,0,2015-09-29,3,GreenParty,econ
4,0,2015-10-01,1,GreenParty,econ
4,0,2015-10-02,2,GreenParty,econ
4,0,2015-10-03,2,GreenParty,econ
4,0,2015-10-04,2,GreenParty,econ
4,0,2015-10-05,1,GreenParty,econ
4,0,2015-10-06,3,GreenParty,econ
4,0,2015-10-09,2,GreenParty,econ
4,0,2015-10-10,4,GreenParty,econ
4,0,2015-10-14,1,GreenParty,econ
4,0,2015-10-17,2,GreenParty,econ
4,0,2015-10-19,3,GreenParty,econ
4,0,2015-10-25,1,GreenParty,econ
4,0,2015-10-31,4,GreenParty,econ
4,1,2015-10-14,1,GreenParty,econ
5,0,2015-10-02,1,GreenParty,econ
5,0,2015-10-09,1,GreenParty,econ
5,0,2015-10-14,1,GreenParty,econ
5,0,2015-10-16,1,GreenParty,econ
5,0,2015-10-21,1,GreenParty,econ
7,0,2015-10-14,1,GreenParty,econ
7,0,2015-10-15,1,GreenParty,econ
-10,0,2015-10-04,1,Harper,econ
-9,0,2015-10-19,1,Harper,econ
-8,0,2015-10-15,2,Harper,econ
-7,0,2015-10-22,1,Harper,econ
-6,0,2015-10-04,1,Harper,econ
-6,0,2015-10-08,2,Harper,econ
-6,0,2015-10-10,1,Harper,econ
-6,0,2015-10-14,1,Harper,econ
-6,0,2015-10-15,1,Harper,econ
-6,0,2015-10-17,2,Harper,econ
-6,0,2015-10-18,1,Harper,econ
-6,0,2015-10-29,1,Harper,econ
-6,0,2015-10-31,1,Harper,econ
-5,0,2015-09-28,1,Harper,econ
-5,0,2015-10-03,1,Harper,econ
-5,0,2015-10-07,2,Harper,econ
-5,0,2015-10-08,3,Harper,econ
-5,0,2015-10-09,2,Harper,econ
-5,0,2015-10-10,2,Harper,econ
-5,0,2015-10-11,3,Harper,econ
-5,0,2015-10-12,1,Harper,econ
-5,0,2015-10-13,2,Harper,econ
-5,0,2015-10-14,3,Harper,econ
-5,0,2015-10-15,1,Harper,econ
-5,0,2015-10-16,1,Harper,econ
-5,0,2015-10-17,3,Harper,econ
-5,0,2015-10-18,1,Harper,econ
-5,0,2015-10-20,3,Harper,econ
-5,0,2015-10-21,2,Harper,econ
-5,0,2015-10-23,4,Harper,econ
-5,0,2015-10-24,3,Harper,econ
-5,0,2015-10-25,6,Harper,econ
-5,0,2015-10-26,7,Harper,econ
-5,0,2015-10-27,3,Harper,econ
-5,0,2015-10-30,1,Harper,econ
-5,1,2015-10-10,1,Harper,econ
-4,0,2015-09-28,1,Harper,econ
-4,0,2015-09-29,2,Harper,econ
-4,0,2015-09-30,1,Harper,econ
-4,0,2015-10-01,3,Harper,econ
-4,0,2015-10-02,2,Harper,econ
-4,0,2015-10-03,2,Harper,econ
-4,0,2015-10-04,9,Harper,econ
-4,0,2015-10-05,3,Harper,econ
-4,0,2015-10-06,3,Harper,econ
-4,0,2015-10-07,8,Harper,econ
-4,0,2015-10-08,10,Harper,econ
-4,0,2015-10-09,2,Harper,econ
-4,0,2015-10-10,2,Harper,econ
-4,0,2015-10-11,9,Harper,econ
-4,0,2015-10-12,5,Harper,econ
-4,0,2015-10-13,8,Harper,econ
-4,0,2015-10-14,11,Harper,econ
-4,0,2015-10-15,14,Harper,econ
-4,0,2015-10-16,8,Harper,econ
-4,0,2015-10-17,8,Harper,econ
-4,0,2015-10-18,7,Harper,econ
-4,0,2015-10-19,9,Harper,econ
-4,0,2015-10-20,9,Harper,econ
-4,0,2015-10-21,12,Harper,econ
-4,0,2015-10-22,9,Harper,econ
-4,0,2015-10-23,21,Harper,econ
-4,0,2015-10-24,9,Harper,econ
-4,0,2015-10-25,5,Harper,econ
-4,0,2015-10-26,11,Harper,econ
-4,0,2015-10-27,7,Harper,econ
-4,0,2015-10-28,8,Harper,econ
-4,0,2015-10-29,6,Harper,econ
-4,0,2015-10-30,4,Harper,econ
-4,0,2015-10-31,7,Harper,econ
-4,1,2015-09-30,1,Harper,econ
-4,1,2015-10-09,2,Harper,econ
-4,1,2015-10-18,1,Harper,econ
-4,1,2015-10-22,1,Harper,econ
-4,1,2015-10-30,1,Harper,econ
-4,2,2015-10-14,1,Harper,econ
-3,0,2015-09-28,6,Harper,econ
-3,0,2015-09-29,18,Harper,econ
-3,0,2015-09-30,23,Harper,econ
-3,0,2015-10-01,27,Harper,econ
-3,0,2015-10-02,20,Harper,econ
-3,0,2015-10-03,17,Harper,econ
-3,0,2015-10-04,41,Harper,econ
-3,0,2015-10-05,28,Harper,econ
-3,0,2015-10-06,11,Harper,econ
